model_name,model_file,reasoning_level,recipe_index,recipe_type,recipe_name,predicted_copper_mg,ground_truth_copper_mg,signed_error,absolute_error,relative_error_percent,success,cluster_id,pca_x,pca_y,word_count,paragraph_count,sentence_count,bullet_count,numbered_step_count,json_block_present,usda_reference_count,uncertainty_marker_count,correction_phrase_count,refinement_step_count,ingredient_count,ingredient_mentioned_count,explicit_ingredient_estimate_count,ingredient_coverage_percent,skipped_or_negligible_count,grouping_marker_count,per_100g_count,gram_conversion_count,portion_based_count,division_per_serving_count,sum_statement_count,arithmetic_expression_count,high_copper_reference_count,low_copper_reference_count,estimated_numeric_mg_count,calculation_density,coverage_gap_count,complexity_response_ratio,overestimate_indicator,underestimate_indicator
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,4,breakfast,Glorious Green Smoothie Bowl,0.19,0.17,0.01999999999999999,0.01999999999999999,11.764705882352935,True,13,2.0579549795742826,0.47340250298798237,14,1,0,0,0,1,0,0,0,0,6,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,5,anytime_meals,Sesame-Ginger Turkey Meatballs,0.24,0.04,0.19999999999999998,0.19999999999999998,499.9999999999999,True,18,1.998009520871787,-0.9868443140065551,14,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,6,anytime_meals,Chicken and Broccoli Piccata,0.16,0.13,0.03,0.03,23.076923076923077,True,18,1.998009520871787,-0.9868443140065551,14,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,7,anytime_meals,Chicken Fajitas with Lime Sauce,0.22,0.12,0.1,0.1,83.33333333333334,True,-1,1.9982596072351113,-1.7118418506853557,14,1,0,0,0,1,0,0,0,0,18,4,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,18,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,8,anytime_meals,One-Pot Beef & Mushroom Lasagna,0.41,0.09,0.31999999999999995,0.31999999999999995,355.55555555555554,True,19,2.0402137815790384,-0.7982057852800352,15,1,0,0,0,1,0,0,0,0,13,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,13,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,9,anytime_meals,Pork Tenderloin with Dijon Gravy,0.12,0.14,-0.020000000000000018,0.020000000000000018,14.285714285714295,True,9,2.084402142653454,-0.3171670783601833,15,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,0,1
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,10,anytime_meals,Fish Tacos with Crunchy Slaw,0.34,0.14,0.2,0.2,142.85714285714286,True,23,2.1613551308006507,-1.5026998346849627,15,1,0,0,0,1,0,0,0,0,17,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,17,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,11,anytime_meals,Chicken Sausage Garden Pasta,0.82,0.04,0.7799999999999999,0.7799999999999999,1949.9999999999995,True,14,1.7394619725683276,0.07861184749131513,14,1,0,0,0,1,0,0,0,0,10,3,1,10.0,0,0,0,0,2,0,1,0,0,0,0,0.0,9,0.1,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,12,anytime_meals,Roasted Cauliflower Power Salad,0.29,0.12,0.16999999999999998,0.16999999999999998,141.66666666666666,True,22,2.1826639427963186,-1.680786956603664,13,1,0,0,0,1,0,0,0,0,18,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,18,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,13,anytime_meals,Simple Greek Salad,0.095,0.12,-0.024999999999999994,0.024999999999999994,20.83333333333333,True,6,2.242026233318851,-1.3784346979442785,13,1,0,0,0,1,0,0,0,0,16,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,16,0.0,0,1
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,14,anytime_meals,Apple-Celery Chicken Salad,0.061,0.1,-0.03900000000000001,0.03900000000000001,39.00000000000001,True,7,1.9817522505170584,-0.5160573507236399,14,1,0,0,0,1,0,0,0,0,11,4,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,0,1
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,15,anytime_meals,Harvest Crunch Kale & Chicken Salad,1.3,0.19,1.11,1.11,584.2105263157896,True,25,2.0705616404752725,-1.155578681800967,15,1,0,0,0,1,0,0,0,0,15,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,16,desserts,Citrus-Berry Ricotta Parfaits,0.095,0.1,-0.0050000000000000044,0.0050000000000000044,5.000000000000004,True,5,2.087219497563905,0.4081301214894997,14,1,0,0,0,1,0,0,0,0,6,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,0,1
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,17,desserts,Crispy Rice Cereal Treats,0.052,0.02,0.032,0.032,160.0,True,13,1.9975093481451383,0.463150759351046,14,1,0,0,0,1,0,0,0,0,6,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,18,desserts,Carob Chip Cranberry Cookies,0.05,0.03,0.020000000000000004,0.020000000000000004,66.66666666666669,True,20,2.088552924833841,-0.6089679302117503,14,1,0,0,0,1,0,0,0,0,12,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,12,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,19,desserts,Pumpkin Cinnamon Bars,0.035,0.06,-0.024999999999999994,0.024999999999999994,41.66666666666666,True,8,2.1208848840972387,-0.6739406485393508,13,1,0,0,0,1,0,0,0,0,12,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,12,0.0,0,1
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,20,desserts,Carob Cupcakes with Cream Cheese Frosting,0.047,0.03,0.017,0.017,56.66666666666668,True,16,1.8881557137733933,-1.1781726751562214,16,1,0,0,0,1,0,0,0,0,15,4,0,0.0,0,0,0,0,3,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,0,breakfast,Scrambled Egg & Black Bean Burritos,0.246,0.15,0.096,0.096,64.0,True,21,2.0703115541119486,-0.4305811451221666,15,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,1,breakfast,Cranberry Carrot Muffins,0.07,0.06,0.010000000000000009,0.010000000000000009,16.666666666666682,True,25,2.1371421544519675,-1.144727611822266,13,1,0,0,0,1,0,0,0,0,15,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,2,breakfast,Blueberry Banana Pancakes,0.27,0.17,0.1,0.1,58.82352941176471,True,21,2.0764464366594995,-0.42998181878040187,13,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,3,breakfast,"Cheesy Egg, Bacon & Broccoli Muffins",0.16,0.08,0.08,0.08,100.0,True,17,1.9946919932346872,-0.262146440498637,15,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,4,breakfast,Glorious Green Smoothie Bowl,0.28,0.17,0.11000000000000001,0.11000000000000001,64.70588235294117,True,13,2.0579549795742826,0.47340250298798237,14,1,0,0,0,1,0,0,0,0,6,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,5,anytime_meals,Sesame-Ginger Turkey Meatballs,0.16,0.04,0.12,0.12,300.0,True,18,2.0010769621455626,-0.9865446508356727,13,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,6,anytime_meals,Chicken and Broccoli Piccata,0.175,0.13,0.044999999999999984,0.044999999999999984,34.615384615384606,True,18,1.998009520871787,-0.9868443140065551,14,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,7,anytime_meals,Chicken Fajitas with Lime Sauce,0.34,0.12,0.22000000000000003,0.22000000000000003,183.33333333333337,True,-1,1.9951921659613359,-1.712141513856238,15,1,0,0,0,1,0,0,0,0,18,4,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,18,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,8,anytime_meals,One-Pot Beef & Mushroom Lasagna,0.43,0.09,0.33999999999999997,0.33999999999999997,377.77777777777777,True,19,2.0402137815790384,-0.7982057852800352,15,1,0,0,0,1,0,0,0,0,13,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,13,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,9,anytime_meals,Pork Tenderloin with Dijon Gravy,0.13,0.14,-0.010000000000000009,0.010000000000000009,7.142857142857148,True,9,2.084402142653454,-0.3171670783601833,15,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,0,1
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,10,anytime_meals,Fish Tacos with Crunchy Slaw,0.25,0.14,0.10999999999999999,0.10999999999999999,78.57142857142856,True,23,2.1613551308006507,-1.5026998346849627,15,1,0,0,0,1,0,0,0,0,17,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,17,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,11,anytime_meals,Chicken Sausage Garden Pasta,7.0,0.04,6.96,6.96,17400.0,True,14,1.7394619725683276,0.07861184749131513,14,1,0,0,0,1,0,0,0,0,10,3,1,10.0,0,0,0,0,2,0,1,0,0,0,0,0.0,9,0.1,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,12,anytime_meals,Roasted Cauliflower Power Salad,0.19,0.12,0.07,0.07,58.333333333333336,True,22,2.1795965015225436,-1.6810866197745464,14,1,0,0,0,1,0,0,0,0,18,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,18,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,13,anytime_meals,Simple Greek Salad,0.43,0.12,0.31,0.31,258.33333333333337,True,24,2.1523160839000846,-1.323414060082732,13,1,0,0,0,1,0,0,0,0,16,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,16,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,14,anytime_meals,Apple-Celery Chicken Salad,0.07,0.1,-0.03,0.03,30.0,True,7,1.9817522505170584,-0.5160573507236399,14,1,0,0,0,1,0,0,0,0,11,4,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,0,1
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,15,anytime_meals,Harvest Crunch Kale & Chicken Salad,0.41,0.19,0.21999999999999997,0.21999999999999997,115.7894736842105,True,25,2.0705616404752725,-1.155578681800967,15,1,0,0,0,1,0,0,0,0,15,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,16,desserts,Citrus-Berry Ricotta Parfaits,0.27,0.1,0.17,0.17,170.0,True,13,1.9975093481451383,0.463150759351046,14,1,0,0,0,1,0,0,0,0,6,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,17,desserts,Crispy Rice Cereal Treats,0.034,0.02,0.014000000000000002,0.014000000000000002,70.0,True,13,1.9975093481451383,0.463150759351046,14,1,0,0,0,1,0,0,0,0,6,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,18,desserts,Carob Chip Cranberry Cookies,0.048,0.03,0.018000000000000002,0.018000000000000002,60.00000000000001,True,20,2.0916203661076165,-0.608668267040868,13,1,0,0,0,1,0,0,0,0,12,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,12,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,19,desserts,Pumpkin Cinnamon Bars,0.064,0.06,0.0040000000000000036,0.0040000000000000036,6.666666666666673,True,20,2.0311747346784723,-0.6189200106778043,13,1,0,0,0,1,0,0,0,0,12,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,12,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,20,desserts,Carob Cupcakes with Cream Cheese Frosting,0.67,0.03,0.64,0.64,2133.3333333333335,True,16,1.8881557137733933,-1.1781726751562214,16,1,0,0,0,1,0,0,0,0,15,4,0,0.0,0,0,0,0,3,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,21,snacks,Rice Cakes with Peanut Butter and Strawberries,0.24,0.16,0.07999999999999999,0.07999999999999999,49.999999999999986,True,10,1.8249614143949486,0.9781072905168067,16,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,22,snacks,Avocado Toast with Feta,0.12,0.23,-0.11000000000000001,0.11000000000000001,47.82608695652174,True,4,1.920806446361266,0.923685978997025,14,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,0,1
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,23,snacks,Trail Mix Snack,0.28,0.1,0.18000000000000002,0.18000000000000002,180.0,True,12,2.0306745619518236,0.8310750626797967,13,1,0,0,0,1,0,0,0,0,4,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,4,0.0,1,0
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,24,snacks,Almond Butter Apple Snack,0.08,0.14,-0.06000000000000001,0.06000000000000001,42.85714285714286,True,4,1.9660781483422929,1.1126241708944276,14,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,0,1
gpt_5_4_nano__reasoning_low,gpt_5_4_nano__reasoning_low.jsonl,low,25,snacks,Hummus with Bell Pepper,0.25,0.14,0.10999999999999999,0.10999999999999999,78.57142857142856,True,11,1.8763679989235265,1.167644808755974,14,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,1,breakfast,Cranberry Carrot Muffins,,0.06,,0.03,50.0,True,2,2.2438176247823716,-1.2008455014739987,8,1,0,0,0,1,0,0,0,0,15,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0.0,15,0.0,0,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,2,breakfast,Blueberry Banana Pancakes,,0.17,,0.03,17.64705882352941,True,2,2.1739195831685776,-0.48699869794478173,11,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0.0,11,0.0,0,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,3,breakfast,"Cheesy Egg, Bacon & Broccoli Muffins",,0.08,,0.06000000000000001,75.00000000000001,True,2,2.287290778170361,-0.28371360642680654,7,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,0.0,0,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,9,anytime_meals,Pork Tenderloin with Dijon Gravy,,0.14,,0.010000000000000009,7.142857142857148,True,-1,1.9525753537122483,-1.569450824738488,6,1,0,0,0,0,0,0,0,0,10,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,0.0,0,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,14,anytime_meals,Apple-Celery Chicken Salad,0.07,0.1,-0.03,0.03,30.0,True,7,1.9817522505170584,-0.5160573507236399,14,1,0,0,0,1,0,0,0,0,11,4,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,0,1
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,15,anytime_meals,Harvest Crunch Kale & Chicken Salad,,0.19,,0.21999999999999997,115.7894736842105,True,2,2.177237110805677,-1.2116965714527,10,1,0,0,0,1,0,0,0,0,15,2,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0.0,15,0.0,0,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,16,desserts,Citrus-Berry Ricotta Parfaits,0.07,0.1,-0.03,0.03,30.0,True,5,2.087219497563905,0.4081301214894997,14,1,0,0,0,1,0,0,0,0,6,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,0,1
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,19,desserts,Pumpkin Cinnamon Bars,0.041,0.06,-0.018999999999999996,0.018999999999999996,31.66666666666666,True,8,2.1208848840972387,-0.6739406485393508,13,1,0,0,0,1,0,0,0,0,12,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,12,0.0,0,1
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,21,snacks,Rice Cakes with Peanut Butter and Strawberries,0.48,0.16,0.31999999999999995,0.31999999999999995,199.99999999999994,True,10,1.8218939731211732,0.9778076273459242,17,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,22,snacks,Avocado Toast with Feta,0.1,0.23,-0.13,0.13,56.52173913043478,True,4,1.9238738876350412,0.9239856421679072,13,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,0,1
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,23,snacks,Trail Mix Snack,0.22,0.1,0.12,0.12,120.0,True,12,2.0306745619518236,0.8310750626797967,13,1,0,0,0,1,0,0,0,0,4,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,4,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,24,snacks,Almond Butter Apple Snack,0.21,0.14,0.06999999999999998,0.06999999999999998,49.99999999999998,True,11,1.8763679989235265,1.167644808755974,14,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,25,snacks,Hummus with Bell Pepper,0.1,0.14,-0.04000000000000001,0.04000000000000001,28.571428571428577,True,4,1.9660781483422929,1.1126241708944276,14,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,0,1
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,0,breakfast,Scrambled Egg & Black Bean Burritos,0.25,0.15,0.1,0.1,66.66666666666667,True,21,2.0703115541119486,-0.4305811451221666,15,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,4,breakfast,Glorious Green Smoothie Bowl,0.28,0.17,0.11000000000000001,0.11000000000000001,64.70588235294117,True,13,2.061022420848058,0.47370216615886473,13,1,0,0,0,1,0,0,0,0,6,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,5,anytime_meals,Sesame-Ginger Turkey Meatballs,0.29,0.04,0.24999999999999997,0.24999999999999997,624.9999999999999,True,18,1.998009520871787,-0.9868443140065551,14,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,6,anytime_meals,Chicken and Broccoli Piccata,0.21,0.13,0.07999999999999999,0.07999999999999999,61.53846153846153,True,18,1.998009520871787,-0.9868443140065551,14,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,7,anytime_meals,Chicken Fajitas with Lime Sauce,0.31,0.12,0.19,0.19,158.33333333333334,True,-1,1.9951921659613359,-1.712141513856238,15,1,0,0,0,1,0,0,0,0,18,4,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,18,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,8,anytime_meals,One-Pot Beef & Mushroom Lasagna,0.38,0.09,0.29000000000000004,0.29000000000000004,322.2222222222223,True,19,2.0402137815790384,-0.7982057852800352,15,1,0,0,0,1,0,0,0,0,13,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,13,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,10,anytime_meals,Fish Tacos with Crunchy Slaw,0.49,0.14,0.35,0.35,249.99999999999994,True,23,2.164422572074426,-1.5024001715140805,14,1,0,0,0,1,0,0,0,0,17,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,17,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,11,anytime_meals,Chicken Sausage Garden Pasta,0.32,0.04,0.28,0.28,700.0000000000001,True,14,1.742529413842103,0.0789115106621975,13,1,0,0,0,1,0,0,0,0,10,3,1,10.0,0,0,0,0,2,0,1,0,0,0,0,0.0,9,0.1,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,12,anytime_meals,Roasted Cauliflower Power Salad,0.31,0.12,0.19,0.19,158.33333333333334,True,22,2.1795965015225436,-1.6810866197745464,14,1,0,0,0,1,0,0,0,0,18,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,18,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,13,anytime_meals,Simple Greek Salad,0.13,0.12,0.010000000000000009,0.010000000000000009,8.333333333333341,True,24,2.1523160839000846,-1.323414060082732,13,1,0,0,0,1,0,0,0,0,16,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,16,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,17,desserts,Crispy Rice Cereal Treats,0.031,0.02,0.011,0.011,54.99999999999999,True,13,1.9975093481451383,0.463150759351046,14,1,0,0,0,1,0,0,0,0,6,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,18,desserts,Carob Chip Cranberry Cookies,0.061,0.03,0.031,0.031,103.33333333333334,True,20,2.088552924833841,-0.6089679302117503,14,1,0,0,0,1,0,0,0,0,12,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,12,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,20,desserts,Carob Cupcakes with Cream Cheese Frosting,0.04,0.03,0.010000000000000002,0.010000000000000002,33.33333333333334,True,16,1.8881557137733933,-1.1781726751562214,16,1,0,0,0,1,0,0,0,0,15,4,0,0.0,0,0,0,0,3,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,1,breakfast,Cranberry Carrot Muffins,0.09,0.06,0.03,0.03,50.0,True,25,2.140209595725743,-1.1444279486513835,12,1,0,0,0,1,0,0,0,0,15,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,2,breakfast,Blueberry Banana Pancakes,0.2,0.17,0.03,0.03,17.64705882352941,True,21,2.0764464366594995,-0.42998181878040187,13,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,3,breakfast,"Cheesy Egg, Bacon & Broccoli Muffins",0.14,0.08,0.06000000000000001,0.06000000000000001,75.00000000000001,True,17,1.9977594345084626,-0.26184677732775463,14,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,1,0
gpt_5_4_nano__reasoning_medium,gpt_5_4_nano__reasoning_medium.jsonl,medium,9,anytime_meals,Pork Tenderloin with Dijon Gravy,0.13,0.14,-0.010000000000000009,0.010000000000000009,7.142857142857148,True,9,2.084402142653454,-0.3171670783601833,15,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,0,1
